Opening file objdesc2.res
Reading DES00216.TXT ...
Reading DES00217.TXT ...
Reading DES00218.TXT ...
Reading DES00219.TXT ...
Reading DES00220.TXT ...
Reading DES00221.TXT ...
Reading DES00222.TXT ...
Reading DES00223.TXT ...
Reading DES00224.TXT ...
Reading DES00225.TXT ...
Reading DES00226.TXT ...
Reading DES00227.TXT ...
Reading DES00228.TXT ...
Reading DES00229.TXT ...
Reading DES00230.TXT ...
Reading DES00231.TXT ...
Reading DES00232.TXT ...
Reading DES00233.TXT ...
Reading DES00234.TXT ...
Reading DES00240.TXT ...
Reading DES00241.TXT ...
Reading DES00242.TXT ...
Reading DES00243.TXT ...
Reading DES00244.TXT ...
Reading DES00245.TXT ...
Reading DES00246.TXT ...
Reading DES00247.TXT ...
Reading DES00248.TXT ...
Reading DES00249.TXT ...
Reading DES00251.TXT ...
Reading DES00252.TXT ...
Reading DES00253.TXT ...
Reading DES00254.TXT ...
Reading DES00255.TXT ...
Reading DES00256.TXT ...
Reading DES00257.TXT ...
Reading DES00258.TXT ...
Reading DES00259.TXT ...
Reading DES00260.TXT ...
Reading DES00261.TXT ...
Reading DES00262.TXT ...
Reading DES00263.TXT ...
Reading DES00264.TXT ...
Reading DES00265.TXT ...
Reading DES00266.TXT ...
Reading DES00267.TXT ...
Reading DES00268.TXT ...
Reading DES00269.TXT ...
Reading DES00270.TXT ...
Reading DES00271.TXT ...
Reading DES00272.TXT ...
Reading DES00273.TXT ...
Reading DES00274.TXT ...
Reading DES00275.TXT ...
Reading DES00276.TXT ...
Reading DES00277.TXT ...
Reading DES00278.TXT ...
Reading DES00279.TXT ...
Reading DES00280.TXT ...
Reading DES00281.TXT ...
Reading DES00282.TXT ...
Reading DES00283.TXT ...
Reading DES00284.TXT ...
Reading DES00285.TXT ...
Reading DES00286.TXT ...
Reading DES00287.TXT ...
Reading DES00288.TXT ...
Reading DES00289.TXT ...
Reading DES00290.TXT ...
Reading DES00291.TXT ...
Reading DES00292.TXT ...
Reading DES00293.TXT ...
Reading DES00294.TXT ...
Reading DES00296.TXT ...
Reading DES00298.TXT ...
Reading DES00300.TXT ...
Reading DES00301.TXT ...
Reading DES00302.TXT ...
Reading DES00303.TXT ...
Reading DES00304.TXT ...
Reading DES00305.TXT ...
Reading DES00306.TXT ...
Reading DES00307.TXT ...
Reading DES00308.TXT ...
Reading DES00309.TXT ...
Reading DES00310.TXT ...
Reading DES00311.TXT ...
Reading DES00312.TXT ...
Reading DES00313.TXT ...
Reading DES00314.TXT ...
Reading DES00315.TXT ...
Reading DES00316.TXT ...
Reading DES00317.TXT ...
Reading DES00350.TXT ...
Reading DES00351.TXT ...
Reading DES00352.TXT ...
Reading DES00353.TXT ...
Reading DES00354.TXT ...
Reading DES00355.TXT ...
Reading DES00356.TXT ...
Reading DES00357.TXT ...
Reading DES00358.TXT ...
Reading DES00359.TXT ...
Reading DES00360.TXT ...
Reading DES00361.TXT ...
Reading DES00362.TXT ...
Reading DES00363.TXT ...
Reading DES00364.TXT ...
Reading DES00365.TXT ...
Reading DES00366.TXT ...
Reading DES00367.TXT ...
Reading DES00368.TXT ...
Reading DES00369.TXT ...
Reading DES00370.TXT ...
Reading DES00371.TXT ...
Reading DES00372.TXT ...
Reading DES00373.TXT ...
Reading DES00378.TXT ...
Reading DES00380.TXT ...
Reading DES00384.TXT ...
Reading DES00400.TXT ...
Reading DES00401.TXT ...
Reading DES00402.TXT ...
Reading DES00403.TXT ...
Reading DES00404.TXT ...
Reading DES00405.TXT ...
Reading DES00406.TXT ...
Reading DES00407.TXT ...
Reading DES00408.TXT ...
Reading DES00409.TXT ...
Reading DES00410.TXT ...
Reading DES00411.TXT ...
Reading DES00412.TXT ...
Reading DES00413.TXT ...
Reading DES00414.TXT ...
Reading DES00415.TXT ...
Reading DES00416.TXT ...
Reading DES00417.TXT ...
Reading DES00418.TXT ...
Reading DES00419.TXT ...
Reading DES00420.TXT ...
Reading DES00421.TXT ...
Reading DES00422.TXT ...
Reading DES00423.TXT ...
Reading DES00424.TXT ...
Reading DES00425.TXT ...
Reading DES00426.TXT ...
Reading DES00427.TXT ...
Reading DES00428.TXT ...
Reading DES00429.TXT ...
Reading DES00430.TXT ...
Reading DES00431.TXT ...
Reading DES00432.TXT ...
Reading DES00433.TXT ...
Reading DES00434.TXT ...
Reading DES00435.TXT ...
Reading DES00436.TXT ...
Reading DES00437.TXT ...
Reading DES00438.TXT ...
Reading DES00440.TXT ...
Reading DES00441.TXT ...
Reading DES00442.TXT ...
Reading DES00450.TXT ...
Reading DES00451.TXT ...
Reading DES00452.TXT ...
Reading DES00453.TXT ...
Reading DES00502.TXT ...
Reading DES00600.TXT ...
Reading DES00601.TXT ...
Reading DES00602.TXT ...
Reading DES00603.TXT ...
Reading DES00604.TXT ...
Reading DES00605.TXT ...
Reading DES00606.TXT ...
Reading DES00607.TXT ...
Reading DES00608.TXT ...
Reading DES00609.TXT ...
Reading DES00610.TXT ...
Reading DES00611.TXT ...
Reading DES00612.TXT ...
Reading DES00613.TXT ...
Reading DES00614.TXT ...
Reading DES00615.TXT ...
Reading DES00616.TXT ...
Reading DES00617.TXT ...
Reading DES00618.TXT ...
Reading DES00619.TXT ...
Reading DES00650.TXT ...
Reading DES00651.TXT ...
Reading DES00652.TXT ...
Reading DES00653.TXT ...
Reading DES00654.TXT ...
Reading DES00655.TXT ...
Reading DES00656.TXT ...
Reading DES00657.TXT ...
Reading DES00658.TXT ...
Reading DES00659.TXT ...
Reading DES00660.TXT ...
Reading DES00661.TXT ...
Reading DES00662.TXT ...
Reading DES00663.TXT ...
Reading DES00664.TXT ...
Reading DES00665.TXT ...
Reading DES00666.TXT ...
Reading DES00667.TXT ...
Reading DES00668.TXT ...
Reading DES00669.TXT ...
Reading DES00670.TXT ...
Reading DES00671.TXT ...
Reading DES00672.TXT ...
Reading DES00673.TXT ...
Reading DES00674.TXT ...
Reading DES00675.TXT ...
Reading DES00676.TXT ...
Reading DES00677.TXT ...
Reading DES00700.TXT ...
Reading DES00701.TXT ...
Reading DES00702.TXT ...
Reading DES00703.TXT ...
Reading DES00704.TXT ...
Reading DES00705.TXT ...
Reading DES00706.TXT ...
Reading DES00707.TXT ...
Reading DES00708.TXT ...
Reading DES00709.TXT ...
Reading DES00710.TXT ...
Reading DES00711.TXT ...
Reading DES00712.TXT ...
Reading DES00800.TXT ...
Reading DES00801.TXT ...
Reading DES00802.TXT ...
Reading DES00803.TXT ...
Reading DES00804.TXT ...
Reading DES00805.TXT ...
Reading DES00806.TXT ...
Reading DES00807.TXT ...
Reading DES00808.TXT ...
Reading DES00809.TXT ...
Reading DES00810.TXT ...
Reading DES00811.TXT ...
Reading DES00812.TXT ...
Reading DES00813.TXT ...
Reading DES00814.TXT ...
Reading DES00815.TXT ...
Reading DES00816.TXT ...
Reading DES00817.TXT ...
Reading DES00818.TXT ...
Reading DES00819.TXT ...
Reading DES00820.TXT ...
Reading DES00821.TXT ...
Reading DES00822.TXT ...
Reading DES00823.TXT ...
Reading DES00824.TXT ...
Reading DES00825.TXT ...
Reading DES00826.TXT ...
Reading DES00827.TXT ...
Reading DES00828.TXT ...
Reading DES00830.TXT ...
Reading DES00831.TXT ...
Reading DES00832.TXT ...
Reading DES00833.TXT ...
Reading DES00834.TXT ...
Reading DES00850.TXT ...
Reading DES00851.TXT ...
Reading DES00852.TXT ...
Reading DES00853.TXT ...
Reading DES00854.TXT ...
Reading DES00855.TXT ...
Reading DES00856.TXT ...
Reading DES00857.TXT ...
Reading DES00858.TXT ...
Reading DES00859.TXT ...
Reading DES00860.TXT ...
Reading DES00861.TXT ...
Reading DES00862.TXT ...
Reading DES00880.TXT ...
Reading DES00881.TXT ...
Reading DES00882.TXT ...
Reading DES00883.TXT ...
Reading DES00884.TXT ...
Reading DES00885.TXT ...
Reading DES00900.TXT ...
Reading DES00901.TXT ...
Reading DES00902.TXT ...
Reading DES00903.TXT ...
Reading DES00904.TXT ...
Reading DES00905.TXT ...
Reading DES00906.TXT ...
Reading DES00907.TXT ...
Reading DES00908.TXT ...
Reading DES00909.TXT ...
Reading DES00910.TXT ...
Reading DES00911.TXT ...
Reading DES00912.TXT ...
Reading DES00913.TXT ...
Reading DES00914.TXT ...
Reading DES00915.TXT ...
Reading DES00916.TXT ...
Reading DES00917.TXT ...
Reading DES00918.TXT ...
Reading DES00919.TXT ...
Reading DES00920.TXT ...
Reading DES00954.TXT ...
Reading DES00955.TXT ...
Reading DES00956.TXT ...
Reading DES00957.TXT ...
Reading DES00958.TXT ...
Reading DES01001.TXT ...
Reading DES01002.TXT ...
Reading DES01003.TXT ...
Reading DES01004.TXT ...
Reading DES01005.TXT ...
Reading DES01006.TXT ...
Reading DES01007.TXT ...
Reading DES01008.TXT ...
Reading DES01009.TXT ...
Reading DES01010.TXT ...
Reading DES01011.TXT ...
Reading DES01012.TXT ...
Reading DES01014.TXT ...
Reading DES01015.TXT ...
Reading DES01016.TXT ...
Reading DES01017.TXT ...
Reading DES01018.TXT ...
Reading DES01019.TXT ...
Reading DES01020.TXT ...
Reading DES01021.TXT ...
Reading DES01022.TXT ...
Reading DES01023.TXT ...
Reading DES01024.TXT ...
Reading DES01025.TXT ...
Reading DES01033.TXT ...
Reading DES01035.TXT ...
Reading DES01036.TXT ...
Reading DES01037.TXT ...
Reading DES01040.TXT ...
Reading DES02003.TXT ...
Reading DES03000.TXT ...
Reading DES03001.TXT ...
Reading DES03002.TXT ...
Reading DES03003.TXT ...
Reading DES03100.TXT ...
Reading DES03101.TXT ...
Reading DES03103.TXT ...
Reading DES03104.TXT ...
Reading DES03105.TXT ...
Reading DES03106.TXT ...
Reading DES04071.TXT ...
Reading DES04072.TXT ...
Reading DES04073.TXT ...
Reading DES04074.TXT ...
Reading DES04075.TXT ...
Reading DES04076.TXT ...
Reading DES04077.TXT ...
Reading DES04078.TXT ...
Reading DES04079.TXT ...
Reading DES04080.TXT ...
Reading DES04082.TXT ...
Reading DES04083.TXT ...
Reading DES04084.TXT ...
Reading DES04092.TXT ...
Reading DES04296.TXT ...
Reading DES04297.TXT ...
Reading DES04298.TXT ...
Reading DES04299.TXT ...
Reading DES04300.TXT ...
Reading DES04301.TXT ...
Reading DES04302.TXT ...
Reading DES04546.TXT ...
Reading DES04547.TXT ...
Reading DES04548.TXT ...
Reading DES04549.TXT ...
Reading DES04808.TXT ...
Reading DES08392.TXT ...
Reading DES08393.TXT ...
Reading DES08394.TXT ...
Reading DES08395.TXT ...
Reading DES08396.TXT ...
Reading DES08397.TXT ...
Reading DES08398.TXT ...
Reading DES08642.TXT ...
Reading DES08643.TXT ...
Reading DES08644.TXT ...
Reading DES08645.TXT ...
Reading DES08896.TXT ...
Reading DES08897.TXT ...
Reading DES08898.TXT ...
Reading DES08899.TXT ...
Reading DES08900.TXT ...
Reading DES08901.TXT ...
Reading DES08902.TXT ...
Reading DES08903.TXT ...
Reading DES08904.TXT ...
Reading DES08935.TXT ...
Reading DES12488.TXT ...
Reading DES12489.TXT ...
Reading DES12490.TXT ...
Reading DES12491.TXT ...
Reading DES12492.TXT ...
Reading DES12493.TXT ...
Reading DES12494.TXT ...
Reading DES12738.TXT ...
Reading DES12739.TXT ...
Reading DES12740.TXT ...
Reading DES12741.TXT ...
Reading DES12988.TXT ...
Reading DES12989.TXT ...
Reading DES12990.TXT ...
Reading DES12991.TXT ...
Reading DES12992.TXT ...
Reading DES12993.TXT ...
Reading DES12994.TXT ...
Reading DES12995.TXT ...
Reading DES12996.TXT ...
Reading DES12997.TXT ...
Reading DES12998.TXT ...
Reading DES12999.TXT ...
Reading DES13000.TXT ...
Reading DES20680.TXT ...
Reading DES20681.TXT ...
Reading DES20682.TXT ...
Reading DES20683.TXT ...
Reading DES20684.TXT ...
Reading DES20685.TXT ...
Reading DES20686.TXT ...
Reading DES21180.TXT ...
Reading DES21181.TXT ...
Reading DES21182.TXT ...
Reading DES21183.TXT ...
Reading DES21184.TXT ...
Reading DES21185.TXT ...
Reading DES21186.TXT ...
Reading DES21187.TXT ...
Reading DES21188.TXT ...
Reading DES21189.TXT ...
Reading DES21190.TXT ...
Reading DES21191.TXT ...
Reading DES21192.TXT ...
Reading DES24776.TXT ...
Reading DES24777.TXT ...
Reading DES24778.TXT ...
Reading DES24779.TXT ...
Reading DES24780.TXT ...
Reading DES24781.TXT ...
Reading DES24782.TXT ...
Reading DES25276.TXT ...
Reading DES25277.TXT ...
Reading DES25278.TXT ...
Reading DES25279.TXT ...
Reading DES25280.TXT ...
Reading DES25281.TXT ...
Reading DES25282.TXT ...
Reading DES25283.TXT ...
Reading DES25284.TXT ...
Reading DES25285.TXT ...
Reading DES25286.TXT ...
Reading DES25287.TXT ...
Reading DES25288.TXT ...
Reading DES28872.TXT ...
Reading DES28873.TXT ...
Reading DES28874.TXT ...
Reading DES28875.TXT ...
Reading DES28876.TXT ...
Reading DES28877.TXT ...
Reading DES28878.TXT ...
Reading DES29376.TXT ...
Reading DES29377.TXT ...
Reading DES29378.TXT ...
Reading DES29379.TXT ...
Reading DES29380.TXT ...
Reading DES29381.TXT ...
Reading DES29382.TXT ...
Reading DES29383.TXT ...
Reading DES29384.TXT ...
Reading DES32968.TXT ...
Reading DES32969.TXT ...
Reading DES32970.TXT ...
Reading DES32971.TXT ...
Reading DES32972.TXT ...
Reading DES32973.TXT ...
Reading DES32974.TXT ...
Reading DES33468.TXT ...
Reading DES33469.TXT ...
Reading DES33470.TXT ...
Reading DES33471.TXT ...
Reading DES33472.TXT ...
Reading DES33473.TXT ...
Reading DES33474.TXT ...
Reading DES33475.TXT ...
Reading DES33476.TXT ...
Reading DES33477.TXT ...
Reading DES33478.TXT ...
Reading DES33479.TXT ...
Reading DES33480.TXT ...
Reading DES352~1.TXT ...
Reading DES37064.TXT ...
Reading DES37065.TXT ...
Reading DES37066.TXT ...
Reading DES37067.TXT ...
Reading DES37068.TXT ...
Reading DES37069.TXT ...
Reading DES37070.TXT ...
Reading DES37470.TXT ...
Reading DES37568.TXT ...
Reading DES37569.TXT ...
Reading DES37570.TXT ...
Reading DES37571.TXT ...
Reading DES37572.TXT ...
Reading DES37573.TXT ...
Reading DES37574.TXT ...
Reading DES37575.TXT ...
Reading DES37576.TXT ...
Reading DES41160.TXT ...
Reading DES41161.TXT ...
Reading DES41162.TXT ...
Reading DES41163.TXT ...
Reading DES41164.TXT ...
Reading DES41165.TXT ...
Reading DES41166.TXT ...
Reading DES41668.TXT ...
Reading DES41669.TXT ...
Reading DES41670.TXT ...
Reading DES41671.TXT ...
Reading DES41672.TXT ...
Reading DES45256.TXT ...
Reading DES45257.TXT ...
Reading DES45258.TXT ...
Reading DES45259.TXT ...
Reading DES45260.TXT ...
Reading DES45261.TXT ...
Reading DES45262.TXT ...
Reading DES45764.TXT ...
Reading DES45765.TXT ...
Reading DES45766.TXT ...
Reading DES45767.TXT ...
Reading DES45768.TXT ...
Reading DES45768.TXT ...
Total:  671 indexes
