00240,boltacc,"Bolt of Acid [5 acid dmg]",0.0,kg,"1 gp"
00241,boltyel,"Bolt of Electricity [5 elect. dmg]",0.0,kg,"1 gp"
00242,boltpur,"Bolt of Mana Drain [5 drain dmg]",0.0,kg,"1 gp"
00243,beri,"Berry [+10 food]",0.1,kg,"1 cp"
00244,cart,"Carrot [+15 food, night vision +10]",0.2,kg,"3 cp"
00245,chri,"Cherries [+10 food]",0.1,kg,"2 cp"
00246,grd,"Water Gourd [+50 water]",1.0,kg,"1 sp"
00247,kfc,"Portion of Meat [+50 food]",0.3,kg,"1 sp"
00248,grpe,"Grapes [+25 food]",0.1,kg,"2 cp"
00249,nana,"Banana [+25 food]",0.1,kg,"3 cp"
00251,pnaple,"Pineapple [+50 food]",0.4,kg,"3 cp"
00257,key1,"Iron Key",0.1,kg,"0"
00258,key2,"Red Key",0.1,kg,"0"
00259,key3,"Blue Key",0.1,kg,"0"
00260,key4,"Green Key",0.1,kg,"0"
00261,key5,"Ring of Keys",0.1,kg,"0"
00262,key6,"Brass Key",0.1,kg,"0"
00263,key7,"Tiny Key",0.1,kg,"0"
00264,key8,"Pentagram Key",0.1,kg,"0"
00265,key9,"Brass and Gold Key",0.1,kg,"0"
00286,brkpot1,"Smashed Bowl",1.0,kg,"0"
00287,brkpot2,"Broken Pot",0.1,kg,"0"
00288,brkpot3,"Shattered Flask",0.5,kg,"0"
00289,brkpot4,"Broken Vase",0.1,kg,"0"
00290,brkpot5,"Cracked Bottle",1.5,kg,"0"
00291,brkpot6,"Cracked Pot",1.3,kg,"0"
00292,brkpot7,"Broken Vase",1.5,kg,"0"
00293,brkpot8,"Broken Bowl",1.5,kg,"0"
00298,loaf,"Loaf of Bread",0.1,kg,"0"
00300,rune00,"Negate Rune [Mage/Arcane]",0.0,kg,"5 gp"
00301,rune01,"Body Rune [Mage/Arcane]",0.0,kg,"5 gp"
00302,rune02,"Mind Rune [Mage/Arcane]",0.0,kg,"5 gp"
00303,rune03,"Focus Rune [Mage/Arcane]",0.0,kg,"8 gp"
00304,rune04,"Element Rune [Mage]",0.0,kg,"1 pp"
00305,rune05,"Matter Rune [Mage]",0.0,kg,"8 pp"
00306,rune06,"Control Rune [Mage]",0.0,kg,"5 pp"
00307,rune07,"Spirit Rune [Mage]",0.0,kg,"10 pp"
00308,rune08,"Summon Rune [Mage]",0.0,kg,"15 pp"
00309,rune09,"Earth Rune [Cleric/Arcane]",0.0,kg,"5 gp"
00310,rune10,"Manipulate Rune [Cleric/Arcane]",0.0,kg,"5 gp"
00311,rune11,"Wind Rune [Cleric/Arcane]",0.0,kg,"5 gp"
00312,rune12,"Create Rune [Cleric/Arcane]",0.0,kg,"8 gp"
00313,rune13,"Blood Rune [Cleric/Arcane]",0.0,kg,"1 pp"
00314,rune14,"Destroy Rune [Cleric]",0.0,kg,"5 pp"
00315,rune15,"Communion Rune [Cleric]",0.0,kg,"8 pp"
00316,rune16,"Bind Rune [Cleric]",0.0,kg,"10 pp"
00317,rune17,"Soul Rune [Cleric]",0.0,kg,"15 pp"
00350,scroll00,"Scroll of Identify Equipped",0.3,kg,"1 gp"
00351,scroll01,"Scroll of Identify All",0.3,kg,"5 gp"
00352,scroll02,"Protection from Poison Scroll",0.3,kg,"4 gp"
00353,scroll03,"Protection from Fire Scroll",0.3,kg,"4 gp"
00354,scroll04,"Scroll of Health [+10]",0.3,kg,"15 sp"
00355,scroll05,"Scroll of Health [+30]",0.3,kg,"35 sp"
00356,scroll06,"Scroll of Health [+100]",0.3,kg,"7 gp"
00357,scroll07,"Scroll of Regenerate Health [+50]",0.3,kg,"25 sp"
00358,scroll08,"Scroll of Shielding [+40]",0.3,kg,"3 gp"
00359,scroll09,"Scroll of Earthquake",0.3,kg,"12 gp"
00360,scroll10,"Scroll of Flying",0.3,kg,"75 sp"
00361,scroll11,"Scroll of Invisibility",0.3,kg,"8 gp"
00362,scroll12,"Scroll of Gain Mana [+20]",0.3,kg,"15 sp"
00363,scroll13,"Scroll of Gain Mana [+100]",0.3,kg,"7 gp"
00364,scroll14,"Scroll of Strength [+25]",0.3,kg,"5 gp"
00365,scroll15,"Scroll of Accuracy [+25]",0.3,kg,"5 gp"
00366,scroll16,"Scroll of Stealth [+25]",0.3,kg,"5 gp"
00367,scroll17,"Scroll of Magic [+25]",0.3,kg,"5 gp"
00368,scroll18,"Scroll of Speed [+25]",0.3,kg,"5 gp"
00369,scroll19,"Scroll of Experience [+1500]",0.3,kg,"15 gp"
00370,scroll20,"Scroll of Shocking Grasp",0.3,kg,"45 sp"
00371,scroll21,"Scroll of Flame Fist",0.3,kg,"45 sp"
00372,scroll22,"Scroll of Mana Drain",0.3,kg,"5 gp"
00373,scrl1,"Journal Entry",0.0,kg,"0"
00378,scrl6,"Journal Entry",0.0,kg,"0"
00380,scrl8,"Elymas' Journal Entries",0.0,kg,"0"
00384,scroll23,"Scroll of Blink",0.3,kg,"3 gp"
00400,ring00,"Ring of Water Walking",0.1,kg,"25 gp"
00401,ring01,"Ring of Water Breathing",0.1,kg,"15 gp"
00402,ring02,"Ring of Accuracy [+10]",0.1,kg,"3 pp"
00403,ring03,"Ring of Accuracy [+15]",0.1,kg,"5 pp"
00404,ring04,"Ring of Accuracy [+20]",0.1,kg,"6 pp"
00405,ring05,"Ring of Regeneration [+20]",0.1,kg,"4 pp"
00406,ring06,"Ring of Regeneration [+40]",0.0,kg,"8 pp"
00407,ring07,"Lesser Ring of Strength [+5]",0.1,kg,"2 pp"
00408,ring08,"Ring of Strength [+10]",0.1,kg,"4 pp"
00409,ring09,"Greater Ring of Strength [+15]",0.1,kg,"6 pp"
00410,ring10,"Ring of Ogre Strength [+20]",0.1,kg,"8 pp"
00411,ring11,"Ring of Godly Might [+25]",0.1,kg,"12 pp"
00412,ring12,"Ring of Ornament",0.1,kg,"2 gp"
00413,ring13,"Ring of Ornament",0.1,kg,"4 gp"
00414,ring14,"Ring of Ornament",0.1,kg,"8 gp"
00415,ring15,"Ring of Lesser Shielding [+5]",0.1,kg,"15 gp"
00416,ring16,"Ring of Shielding [+10]",0.1,kg,"28 gp"
00417,ring17,"Ring of Greater Shielding [+15]",0.1,kg,"4 pp"
00418,ring18,"Ring of Barriers [+18]",0.1,kg,"6 pp"
00419,ring19,"Ring of ForceFields [+20]",0.1,kg,"8 pp"
00420,ring20,"Ring of Targeting [+5]",0.1,kg,"15 gp"
00421,ring21,"Ring of Targeting [+10]",0.1,kg,"3 pp"
00422,ring22,"Ring of Accuracy [+15]",0.1,kg,"5 pp"
00423,ring23,"Ring of Marksmanship [+20]",0.1,kg,"6 pp"
00424,ring24,"Ring of the Hunter [+25]",0.1,kg,"10 pp"
00425,ring25,"Ring of Ornament",0.1,kg,"16 gp"
00426,ring26,"Ring of Food Conservation",0.1,kg,"2 pp"
00427,ring27,"Ring of Water Conservation",0.1,kg,"25 gp"
00428,ring28,"Ring of Incredible Speed [+20]",0.1,kg,"6 pp"
00429,ring29,"Ring of Speed [+5]",0.1,kg,"15 gp"
00430,ring30,"Ring of Movement [+10]",0.1,kg,"3 pp"
00431,ring31,"Ring of Masterful Movement [+15]",0.1,kg,"45 gp"
00432,ring32,"Ring of Ignore Terrain",0.1,kg,"26 gp"
00433,ring33,"Ring of Ornament",0.1,kg,"1 gp"
00434,ring34,"Ring of Jumping",0.1,kg,"3 pp"
00435,ring35,"Ring of Mapping",0.1,kg,"10 pp"
00436,ring36,"You shouldn't have this ring.",0.1,kg,"1 sp"
00437,ring37,"You shouldn't have this ring",0.1,kg,"1 sp"
00438,ring38,"Ring of the Thief [+20 stealth]",0.1,kg,"7 pp"
00600,amulet00,"Amulet of Magic [+25]",0.5,kg,"44 pp"
00601,amulet01,"Amulet of Regeneration [+50]",0.5,kg,"50 pp"
00602,amulet02,"Amulet of Speed [+25]",0.5,kg,"40 pp"
00603,amulet03,"Amulet of Stealth [+25]",0.5,kg,"42 pp"
00604,amulet04,"Amulet of Strength [+25]",0.5,kg,"42 pp"
00605,amulet05,"Amulet of Accuracy [+25]",0.5,kg,"40 pp"
00606,amulet06,"Amulet of Poison Protection",0.5,kg,"35 pp"
00607,amulet07,"Amulet of Fire Protection",0.5,kg,"38 pp"
00608,amulet08,"Amulet of Lava Walking",0.5,kg,"30 pp"
00609,amulet09,"Amulet of Hiding",0.5,kg,"40 pp"
00610,amulet10,"Amulet of Eternal Nourishment",0.5,kg,"20 pp"
00611,amulet11,"Amulet of Quickness [+15]",0.5,kg,"35 pp"
00612,amulet12,"Amulet of Jumping",0.5,kg,"32 pp"
00613,amulet13,"Amulet of Flying",0.5,kg,"60 pp"
00614,amulet14,"Amulet of Falling",0.5,kg,"30 pp"
00615,amulet15,"Amulet of Armor [+50]",0.5,kg,"50 pp"
00616,amulet16,"Amulet of Acid Protection",0.5,kg,"35 pp"
00617,amulet17,"Amulet of Electricity Protection",0.5,kg,"35 pp"
00618,amulet18,"Amulet of Mana Drain Protection",0.5,kg,"35 pp"
00619,amulet19,"Amulet of Mana Regeneration [+50]",0.5,kg,"50 pp"
00652,item1,"Blue Bottle",1.0,kg,"4 cp"
00653,item2,"Blue and Gray Bottle",1.0,kg,"4 cp"
00654,item3,"Colorful Bowl",1.0,kg,"2 cp"
00655,item4,"Small Tan Vase",1.0,kg,"1 cp"
00656,item5,"Large Tan Vase",1.5,kg,"2 cp"
00657,item6,"Bowl",1.0,kg,"1 cp"
00658,item7,"Small Bottle",1.0,kg,"3 cp"
00659,item8,"Cracked Small Bottle",1.0,kg,"0"
00660,item9,"Cracked Blue and Gray Bowl",1.0,kg,"0"
00661,item10,"Broken Bowl",1.0,kg,"0"
00662,item11,"Small Broken Vase",1.0,kg,"0"
00663,item12,"Small Bowl",1.0,kg,"2 cp"
00664,item13,"Small Broken Bowl",1.0,kg,"0"
00665,item14,"Small Blue Bowl",1.0,kg,"2 cp"
00701,rchest,"Iron Leather Jerkin [6]",2.5,kg,"225 cp"
00702,rarm,"Iron Studded Leather Gauntlet [6]",0.5,kg,"1 gp"
00703,clothleg,"Iron Leather Leggings [6]",1.5,kg,"175 cp"
00704,mailhead,"Iron Chain Mail Coif [12]",2.0,kg,"6 gp"
00705,mailchst,"Iron Chain Mail Tunic [12]",5.5,kg,"24 gp"
00706,mailrarm,"Iron Chain Mail Bracer [12]",1.0,kg,"4 gp"
00707,maillegs,"Iron Chain Mail Leggings [12]",4.5,kg,"12 gp"
00708,plathelm,"Iron Plate Helmet [20]",3.0,kg,"12 gp"
00709,platchst,"Iron Plate Breast Plate [20]",8.0,kg,"48 gp"
00710,platrarm,"Iron Plate Gauntlet [20]",1.5,kg,"8 gp"
00711,platlegs,"Iron Plate Leggings [20]",7.0,kg,"24 gp"
00800,potion00,"Potion of Healing [+10]",0.2,kg,"15 sp"
00801,potion01,"Potion of Health [+25]",0.3,kg,"3 gp"
00802,potion02,"Potion of Health [+50]",0.3,kg,"5 gp"
00803,potion03,"Potion of Regeneration [+30]",0.2,kg,"4 gp"
00804,potion04,"Potion of Regeneration [+60]",0.2,kg,"7 gp"
00805,potion05,"Potion of Flying",0.2,kg,"7 gp"
00806,potion06,"Potion of Reduce Poison ",0.2,kg,"15 sp"
00807,potion07,"Potion of Cure Poison",0.2,kg,"6 gp"
00808,potion08,"Potion of Shielding [+10]",0.2,kg,"15 sp"
00809,potion09,"Potion of Shielding [+15]",0.2,kg,"3 gp"
00810,potion10,"Potion of Barkskin [+15]",0.2,kg,"5 gp"
00811,potion11,"Potion of Ironskin [+25]",0.2,kg,"9 gp"
00812,potion12,"Potion of Waterwalking",0.2,kg,"2 gp"
00813,potion13,"Potion of Lavawalking",0.2,kg,"4 gp"
00814,potion14,"Potion of Speed [+15]",0.2,kg,"2 gp"
00815,potion15,"Potion of Invisibility",0.2,kg,"8 gp"
00816,potion16,"Potion of Translucency",0.2,kg,"6 gp"
00817,potion17,"Potion of Featherfall",0.2,kg,"25 sp"
00818,potion18,"Potion of Giant Strength [+10]",0.2,kg,"25 sp"
00819,potion19,"Potion of Demon Strength [+15]",0.2,kg,"4 gp"
00820,potion20,"Potion of Holy Strength [+20]",0.2,kg,"65 sp"
00821,potion21,"Potion of Food [+100]",0.2,kg,"4 sp"
00822,potion22,"Potion of Water [+100]",0.2,kg,"4 sp"
00823,potion23,"Potion of Owl Sight",0.2,kg,"35 sp"
00824,potion24,"Potion of Traction",0.2,kg,"25 sp"
00825,potion25,"Potion of Poison",0.2,kg,"0"
00826,potion26,"Potion of Fire",0.2,kg,"0"
00827,potion27,"Potion of Pain",0.2,kg,"0"
00828,potn,"Small Flask",0.1,kg,"0"
00830,potn2,"Small Yellow Bottle",0.1,kg,"0"
00831,potn3,"Oddly Shaped Flask",0.1,kg,"0"
00832,potn4,"Large Yellow Bottle",0.5,kg,"0"
00833,holypot,"Potion of Healing []",0.2,kg,"0"
00900,wand00,"Wand of Magic Darts",0.5,kg,"15 gp"
00901,wand01,"Wand of Homing Darts",0.5,kg,"3 pp"
00902,wand02,"Wand of Acid",0.5,kg,"9 pp"
00903,wand03,"Wand of Fire",0.5,kg,"9 pp"
00904,wand04,"Wand of Fireballs",0.5,kg,"12 pp"
00905,wand05,"Wand of Death",0.5,kg,"24 pp"
00906,wand06,"Wand of Earthsmite",0.5,kg,"6 pp"
00907,wand07,"Wand of Lightning",0.5,kg,"10 pp"
00908,wand08,"Wand of Draining",0.5,kg,"6 pp"
00909,wand09,"Wand of Dispell Magic",0.5,kg,"5 pp"
00910,wand10,"Wand of Dispell Magic",0.5,kg,"10 pp"
00911,wand11,"Wand of Earthbind",0.5,kg,"10 pp"
00912,wand12,"Wand of Poison",0.5,kg,"8 pp"
00913,wand13,"Wand of Confusion",0.5,kg,"5 pp"
00914,wand14,"Wand of Berserking",0.5,kg,"6 pp"
00915,wand15,"Wand of Pushing",0.5,kg,"75 gp"
00916,wand16,"Wand of Pulling",0.5,kg,"75 gp"
00917,wand17,"Wand of the Snail",0.5,kg,"8 pp"
00918,wand18,"Wand of Disintegrate",0.5,kg,"30 pp"
00919,wand19,"Wand of Locking",0.5,kg,"6 pp"
00920,wand20,"Wand of Knocking",0.5,kg,"6 pp"
00954,orb5,"Orb of Defense",0.1,kg,"0"
00955,orb6,"Orb of the Undead",0.1,kg,"0"
00956,orb7,"Orb of Destruction",0.1,kg,"0"
00957,book,"Jugurtha's Book",0.1,kg,"0"
00958,necklace,"Andrew's Necklace",0.1,kg,"0"
04092,usa,"Buy Amulets and Armor!",0.0,kg,"0"
04296,dagger,"Wooden Dagger [.5 dmg]",0.5,kg,"5 cp"
04297,mace,"Wooden Mace [2.5 dmg]",2.0,kg,"1 sp"
04298,staff,"Wooden Staff [1 dmg]",3.0,kg,"7 cp"
04299,stswd,"Wooden Short Sword [2.5 dmg]",1.0,kg,"1 sp"
04300,lgswd,"Wooden Long Sword [3.5 dmg]",2.0,kg,"3 sp"
04301,axe,"Wooden Axe [3 dmg]",4.0,kg,"3 sp"
04302,xbowbolt,"Wood Bolt",0.0,kg,"0"
08392,dagger,"Rusty Dagger [1.5 dmg]",0.5,kg,"25 cp"
08393,mace,"Rusty Mace [3.5 dmg]",2.0,kg,"5 sp"
08394,staff,"Rusty Shod Staff [2.5 dmg]",3.0,kg,"37 cp"
08395,stswd,"Rusty Short Sword [3.5 dmg]",1.0,kg,"5 sp"
08396,lgswd,"Rusty Long Sword [4.5 dmg]",2.0,kg,"15 sp"
08397,axe,"Rusty Axe [4 dmg]",4.0,kg,"15 sp"
08398,xbowbolt,"Rusty Bolt",0.0,kg,"1 cp"
08896,mailhead,"Rusty Chain Mail Coif [6]",2.0,kg,"15 sp"
08897,mailchst,"Rusty Chain Mail Tunic [6]",5.5,kg,"6 gp"
08898,mailrarm,"Rusty Chain Mail Bracer [6]",1.0,kg,"1 gp"
08899,maillegs,"Rusty Chain Mail Leggings [6]",4.5,kg,"3 gp"
08900,plathelm,"Rusty Plate Helmet [8]",3.0,kg,"3 gp"
08901,platchst,"Rusty Plate Breast Plate [8]",8.0,kg,"12 gp"
08902,platrarm,"Rusty Plate Gauntlet [8]",1.5,kg,"2 gp"
08903,platlegs,"Rusty Plate Leggings [8]",7.0,kg,"6 gp"
12488,dagger,"Bronze Dagger [2.5 dmg]",0.6,kg,"5 sp"
12489,mace,"Bronze Mace [4.5 dmg]",2.5,kg,"1 gp"
12490,staff,"Bronze Shod Staff [3.5 dmg]",3.7,kg,"75 cp"
12491,stswd,"Bronze Short Sword [4.5 dmg]",1.2,kg,"1 gp"
12492,lgswd,"Bronze Long Sword [5.5 dmg]",2.5,kg,"3 gp"
12493,axe,"Bronze Axe [5 dmg]",5.0,kg,"3 gp"
12494,xbowbolt,"Bronze Bolt",0.0,kg,"2 cp"
12989,rchest,"Bronze Studded Leather Jerkin [4]",3.1,kg,"112 cp"
12990,rarm,"Bronze Studded Leather Gauntlet [4]",0.6,kg,"5 sp"
12991,clothleg,"Bronze Studded Leather Leggings [4]",1.8,kg,"87 cp"
12992,mailhead,"Bronze Chain Mail Coif [8]",2.5,kg,"3 gp"
12993,mailchst,"Bronze Chain Mail Tunic [8]",6.8,kg,"12 gp"
12994,mailrarm,"Bronze Chain Mail Bracer [8]",1.2,kg,"2 gp"
12995,maillegs,"Bronze Chain Mail Leggings [8]",5.6,kg,"6 gp"
12996,plathelm,"Bronze Plate Helmet [12]",3.7,kg,"6 gp"
12997,platchst,"Bronze Plate Breast Plate [12]",10.0,kg,"24 gp"
12998,platrarm,"Bronze Plate Gauntlet [12]",1.8,kg,"4 gp"
12999,platlegs,"Bronze Plate Leggings [12]",8.7,kg,"12 gp"
20680,dagger,"Silver Dagger [3.5 dmg]",0.5,kg,"15 sp"
20681,mace,"Silver Mace [5.5 dmg]",2.0,kg,"3 gp"
20682,staff,"Silver Shod Staff [4 dmg]",3.0,kg,"225 cp"
20683,stswd,"Silver Short Sword [5.5 dmg]",1.0,kg,"3 gp"
20684,lgswd,"Silver Long Sword [6.5 dmg]",2.0,kg,"9 gp"
20685,axe,"Silver Axe [6 dmg]",4.0,kg,"9 gp"
20686,xbowbolt,"Silver Bolt",0.0,kg,"7 cp"
21181,rchest,"Silver Leather Jerkin [9]",2.5,kg,"337 cp"
21182,rarm,"Silver Studded Leather Gauntlet [9]",0.5,kg,"15 sp"
21183,clothleg,"Silver Leather Leggings [9]",1.5,kg,"262 cp"
21184,mailhead,"Silver Chain Mail Coif [18]",2.0,kg,"9 gp"
21185,mailchst,"Silver Chain Tunic [18]",5.5,kg,"36 gp"
21186,mailrarm,"Silver Chain Bracer [18]",1.0,kg,"6 gp"
21187,maillegs,"Silver Chain Leggings [18]",4.5,kg,"18 gp"
21188,plathelm,"Silver Plate Helmet [28]",3.0,kg,"18 gp"
21189,platchst,"Silver Plate Breast Plate [28]",8.0,kg,"72 gp"
21190,platrarm,"Silver Plate Gauntlet [28]",1.5,kg,"12 gp"
21191,platlegs,"Silver Plate Leggings [28]",7.0,kg,"36 gp"
24776,dagger,"Steel Dagger [4 dmg]",0.5,kg,"2 gp"
24777,mace,"Steel Mace [6 dmg]",2.0,kg,"4 gp"
24778,staff,"Steel Shod Staff [5 dmg]",3.0,kg,"3 gp"
24779,stswd,"Steel Short Sword [6 dmg]",1.0,kg,"4 gp"
24780,lgswd,"Steel Long Sword [7 dmg]",2.0,kg,"12 gp"
24781,axe,"Steel Axe [6.5 dmg]",4.0,kg,"12 gp"
24782,xbowbolt,"Steel Bolt",0.0,kg,"1 sp"
25277,rchest,"Steel Leather Jerkin [13]",2.5,kg,"45 sp"
25278,rarm,"Steel Leather Gauntlet [13]",0.5,kg,"2 gp"
25279,clothleg,"Steel Leather Leggings [13]",1.5,kg,"35 sp"
25280,mailhead,"Steel Chain Mail Coif [26]",2.0,kg,"12 gp"
25281,mailchst,"Steel Chain Mail Tunic [26]",5.5,kg,"48 gp"
25282,mailrarm,"Steel Chain Mail Bracer [26]",1.0,kg,"8 gp"
25283,maillegs,"Steel Chain Mail Leggings [26]",4.5,kg,"24 gp"
25284,plathelm,"Steel Plate Helmet [36]",3.0,kg,"24 gp"
25285,platchst,"Steel Plate Breast Plate [36]",8.0,kg,"96 gp"
25286,platrarm,"Steel Plate Gauntlet [36]",1.5,kg,"16 gp"
25287,platlegs,"Steel Plate Leggings [36]",7.0,kg,"48 gp"
28872,dagger,"Hardened Steel Dagger [4.5 dmg]",0.6,kg,"3 gp"
28873,mace,"Hardened Steel Mace [6.5 dmg]",2.5,kg,"6 gp"
28874,staff,"Hardened Steel Staff [5.5 dmg]",3.7,kg,"45 sp"
28875,stswd,"Hardened Steel Short Sword [6.5 dmg]",1.2,kg,"6 gp"
28876,lgswd,"H-Steel Long Sword [7.5 dmg]",2.5,kg,"18 gp"
28877,axe,"Hardened Steel Axe [7 dmg]",5.0,kg,"18 gp"
28878,xbowbolt,"Hardened Steel Bolt",0.0,kg,"15 cp"
29376,mailhead,"H-Steel Chain Mail Coif [34]",2.5,kg,"18 gp"
29377,mailchst,"H-Steel Chain Mail Tunic [34]",6.8,kg,"72 gp"
29378,mailrarm,"H-Steel Chain Mail Bracer [34]",1.2,kg,"12 gp"
29379,maillegs,"H-Steel Chain Mail Leggings [34]",5.6,kg,"36 gp"
29380,plathelm,"Hardened Steel Plate Helmet [44]",3.7,kg,"36 gp"
29381,platchst,"H-Steel Breast Plate [44]",10.0,kg,"144 gp"
29382,platrarm,"H-Steel Plate Gauntlet [44]",1.8,kg,"24 gp"
29383,platlegs,"H-Steel Plate Leggings [44]",8.7,kg,"72 gp"
32968,dagger,"Mithril Dagger [4.5 dmg]",0.2,kg,"4 gp"
32969,mace,"Mithril Mace [6.5 dmg]",1.0,kg,"8 gp"
32970,staff,"Mithril Shod Staff [5.5 dmg]",1.5,kg,"6 gp"
32971,stswd,"Mithril Short Sword [6.5 dmg]",0.5,kg,"8 gp"
32972,lgswd,"Mithril Long Sword [7.5 dmg]",1.0,kg,"24 gp"
32973,axe,"Mithril Axe [7 dmg]",2.0,kg,"24 gp"
32974,xbowbolt,"Mithril Bolt",0.0,kg,"2 sp"
33469,rchest,"Mithril Studded Leather Jerkin [20]",1.2,kg,"9 gp"
33470,rarm,"Mithril Studded Leather Gauntlet [20]",0.2,kg,"4 gp"
33471,clothleg,"Mithril Studded Leather Leggings [20]",0.7,kg,"7 gp"
33472,mailhead,"Mithril Chain Mail Coif [40]",1.0,kg,"24 gp"
33473,mailchst,"Mithril Chain Mail Tunic [40]",2.7,kg,"96 gp"
33474,mailrarm,"Mithril Chain Mail Bracer [40]",0.5,kg,"16 gp"
